proposal_id,fund,year,title,challenge,pillar,pillar_name,subcategory,classification_confidence,classification_basis,currency,amount_requested,amount_received,funding_status,project_status,funded,delivered
f12-casia-x-c4g-cardano4good-a-dapp-fundraising-platform-for-social-good-projects-phase-2-f12,12,2024,[CASIA] x [C4G] Cardano4Good - a dApp Fundraising Platform for Social Good Projects (Phase 2),F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-catalyst-africa-townhalls-continued-journey-operations-f12,12,2024,Catalyst Africa Townhall's Continued Journey & Operations,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,74500.0,,not_approved,unfunded,False,False
f12-catalyst-and-health-talk-for-the-aged-in-accra-ghana-f12,12,2024,Catalyst And Health Talk for the Aged in Accra Ghana,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,25005.0,,not_approved,unfunded,False,False
f12-catalyst-cardano-dreps-evaluation-reputation-protocol-by-trustlevel-f12,12,2024,Catalyst & Cardano DReps Evaluation & Reputation Protocol [by TrustLevel],F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,245000.0,,over_budget,unfunded,False,False
f12-catalyst-education-springboard-f12,12,2024,Catalyst Education Springboard,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,education-and-talent,medium,proposal-text,ADA,17000.0,,not_approved,unfunded,False,False
f12-catalyst-mentors-accelerator-empowering-teams-to-success-f12,12,2024,Catalyst Mentors Accelerator- Empowering Teams to success,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,80000.0,,not_approved,unfunded,False,False
f12-catalyst-onboarding-pipeline-management-platform-f12,12,2024,Catalyst Onboarding Pipeline Management Platform,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,95000.0,95000.0,approved,complete,True,True
f12-catalystexplorercom-for-project-catalyst-research-acceleration-analytics-platform-f12,12,2024,"catalystexplorer.com for Project Catalyst research, acceleration, & analytics platform",F12: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,260000.0,260000.0,approved,complete,True,True
f12-cattle-daddy-medias-marketing-content-creation-launch-f12,12,2024,Cattle Daddy Media's Marketing & Content Creation Launch,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,communications-and-outreach,medium,proposal-text,ADA,90000.0,72000.0,approved,in_progress,True,False
f12-cattle-daddy-round-ups-create-educate-and-amplify-cardano-at-crypto-events-f12,12,2024,"Cattle Daddy Round Ups: Create, Educate and Amplify Cardano at Crypto Events",F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,communications-and-outreach,medium,proposal-text,ADA,100000.0,85000.0,approved,in_progress,True,False
f12-cc-cardano-wiki-qachatbot-f12,12,2024,[CC] Cardano_Wiki_QAchatbot,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,74661.0,,not_approved,unfunded,False,False
f12-cc-cardanoforkids-play2learn-f12,12,2024,[CC] CardanoForKids - Play2Learn,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,45620.0,,not_approved,unfunded,False,False
f12-cc-cardanoforkids-tiktokviral-f12,12,2024,[CC] CardanoForKids_TiktokViral,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,44500.0,,not_approved,unfunded,False,False
f12-cdpt-1-an-open-source-cardano-development-ai-assistant-f12,12,2024,cDPT-1: An Open-Source Cardano Development AI Assistant,F12: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,127059.0,127059.0,approved,complete,True,True
f12-cexplorer-enhancements-rewamp-open-source-web3-sdk-api-f12,12,2024,"Cexplorer enhancements (rewamp, open-source, web3, SDK, API)",F12: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,333000.0,,over_budget,unfunded,False,False
f12-chain-city-by-cardano-f12,12,2024,CHAIN CITY by Cardano,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,100000.0,,not_approved,unfunded,False,False
f12-chaincrib-tokenizing-real-estate-properties-on-cardano-f12,12,2024,Chaincrib | Tokenizing Real Estate Properties On Cardano,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,295000.0,,not_approved,unfunded,False,False
f12-charainlarance-empower-your-freelance-career-with-cardano-f12,12,2024,Ch₳inL₳nce: 💪🏻 Empower Your Freelance Career with Cardano,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,96037.0,,not_approved,unfunded,False,False
f12-charli3-oracles-verified-discountcoupon-codes-for-adobe-commerce-magento-2-open-source-ecommerce-platforms-f12,12,2024,CHARLI3 Oracles - Verified discount/coupon codes for Adobe Commerce & Magento 2 Open Source eCommerce platforms,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,100000.0,approved,complete,True,True
f12-charli3-partner-chain-oracle-use-case-implementation-f12,12,2024,CHARLI3: Partner-chain Oracle use-case implementation,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,300000.0,300000.0,approved,complete,True,True
f12-charli3-real-fi-data-file-and-record-management-system-on-blockchain-f12,12,2024,CHARLI3 -Real-Fi Data File and Record Management System On Blockchain,F12: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,450000.0,,withdrawn,unknown,False,False
f12-charli3-scaling-oracle-node-operator-pools-with-selector-mechanism-f12,12,2024,CHARLI3: Scaling oracle node operator pools with selector mechanism,F12: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,380000.0,,withdrawn,unfunded,False,False
f12-chat-dads-ai-powered-father-figures-for-the-cardano-community-f12,12,2024,Chat Dads: AI-powered Father Figures for the Cardano Community,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,45000.0,,not_approved,unfunded,False,False
f12-chocadano-a-cocoa-traceability-platform-from-ivory-coast-the-worlds-leading-cocoa-producer-f12,12,2024,"ChoCadano: A Cocoa Traceability Platform from Ivory Coast, the World's Leading Cocoa Producer",F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,33400.0,,not_approved,unfunded,False,False
f12-chunexyz-empowering-music-creators-with-nfts-on-cardano-f12,12,2024,Chune.xyz: Empowering Music Creators with NFTs on Cardano,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-cip-1694-and-cardano-governance-workshop-bengaluru-india-f12,12,2024,"CIP-1694 and Cardano Governance workshop - Bengaluru, India",F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,15000.0,15000.0,approved,complete,True,True
f12-cipcps-analysis-app-for-data-driven-insights-f12,12,2024,CIP/CPS Analysis App for Data-Driven Insights,F12: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,95000.0,,not_approved,unfunded,False,False
f12-citaldoc-health-token-ai-agents-for-medical-psychology-nutrition-multilingual-global-f12,12,2024,"Citaldoc Health Token + A.I. Agents for Medical, Psychology & Nutrition + Multilingual & Global",F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,140000.0,,not_approved,unfunded,False,False
f12-cleaning-natural-accessible-eco-friendly-cleaning-f12,12,2024,Cleaning Natural: Accessible Eco-friendly Cleaning,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,23000.0,,not_approved,unfunded,False,False
f12-climate-change-and-it-effect-on-farmers-f12,12,2024,Climate change and it effect on farmers.,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,16375.0,,not_approved,unfunded,False,False
f12-clorofila-refi-scientific-articles-hub-f12,12,2024,Clorofila: ReFi Scientific Articles Hub,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,75000.0,,not_approved,unfunded,False,False
f12-cloudflare-workers-cardano-sdk-f12,12,2024,Cloudflare Workers Cardano SDK,F12: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,35000.0,,over_budget,unfunded,False,False
f12-club-cardano-in-bukavu-expanding-the-cardano-blockchain-community-f12,12,2024,CLUB CARDANO IN BUKAVU: EXPANDING THE CARDANO BLOCKCHAIN COMMUNITY,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,38689.0,,not_approved,unfunded,False,False
f12-coffee-carbon-credits-sold-at-nmkr-triggers-9-trillion-in-climate-change-finance-for-cardano-f12,12,2024,Coffee Carbon credits Sold at NMKR triggers $9 trillion in Climate change finance for Cardano,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,173900.0,,over_budget,unfunded,False,False
f12-cogskins-learning-validation-tool-f12,12,2024,CogSkins: learning validation tool,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,298261.0,,not_approved,unfunded,False,False
f12-coin-catcher-tools-for-data-privacy-personal-ai-and-data-monetization-across-multiple-blockchains-f12,12,2024,"Coin Catcher : tools for data privacy, personal AI, and data monetization, across multiple blockchains",F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,191046.0,,not_approved,unfunded,False,False
f12-collectibles-exchange-an-innovative-dex-for-nfts-f12,12,2024,Collectibles Exchange: An Innovative DEX for NFTs,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-colombo-cardano-hackathon-f12,12,2024,Colombo Cardano Hackathon,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,education-and-talent,medium,proposal-text,ADA,65000.0,,not_approved,unfunded,False,False
f12-community-arts-mental-health-initiative-f12,12,2024,Community Arts Mental Health Initiative,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,100000.0,,not_approved,unfunded,False,False
f12-compliant-cfo-tech-stack-for-global-enterprise-adoption-f12,12,2024,Compliant CFO Tech Stack for Global Enterprise Adoption,F12: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,300000.0,,not_approved,unfunded,False,False
f12-component-14-web3-legal-ease-streamlining-legal-barriers-for-business-growth-f12,12,2024,Component 1/4: Web3 Legal Ease: Streamlining Legal Barriers for Business Growth,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,54000.0,approved,in_progress,True,False
f12-component-24-expanding-cardano-in-africa-uncovering-growth-and-investment-opportunities-f12,12,2024,Component 2/4: Expanding Cardano in Africa: Uncovering Growth and Investment Opportunities,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,100000.0,,not_approved,unfunded,False,False
f12-component-34-polygon-sdg-for-business-adapted-to-cardano-bringing-finance-and-success-to-impact-startups-f12,12,2024,Component 3/4: Polygon SDG for business adapted to Cardano: bringing finance and success to impact startups,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,100000.0,,not_approved,unfunded,False,False
f12-component-44-cardano-for-a-responsible-revolution-bridging-blockchain-with-global-sustainability-f12,12,2024,Component 4/4: Cardano for a Responsible Revolution: Bridging Blockchain with Global Sustainability,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,100000.0,54000.0,approved,in_progress,True,False
f12-composable-zk-proofs-on-cardano-for-bio-research-and-healthcare-f12,12,2024,Composable ZK Proofs on Cardano for Bio-Research and Healthcare,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,75000.0,,not_approved,unfunded,False,False
f12-comprehensive-entry-level-cardano-developer-workshop-2024-2025-learning-web3-development-using-meshjs-and-aiken-in-collaboration-with-mcu-f12,12,2024,Comprehensive Entry-Level Cardano Developer Workshop 2024-2025: Learning Web3 Development Using MeshJS and Aiken in Collaboration with MCU,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,education-and-talent,medium,proposal-text,ADA,43109.0,43109.0,approved,complete,True,True
f12-concept-decentralised-academic-journal-system-on-cardano-f12,12,2024,Concept: Decentralised Academic Journal System on Cardano,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,64000.0,,not_approved,unfunded,False,False
f12-conditional-transfer-of-digital-assets-via-digital-identity-and-verified-credentials-f12,12,2024,Conditional Transfer of Digital Assets via Digital Identity and Verified Credentials,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,32000.0,32000.0,approved,complete,True,True
f12-consensus-hong-kong-rare-social-cardano-event-with-media-marketing-powered-by-rare-network-rare-evo-f12,12,2024,Consensus Hong Kong Rare Social Cardano Event with Media & Marketing - Powered by Rare Network / Rare Evo,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,100000.0,100000.0,approved,complete,True,True
f12-cosmex-pay-l2-hydra-like-payment-system-f12,12,2024,Cosmex Pay – L2 Hydra-like payment system,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-covercrypto-cardano-nfts-as-cryptoasset-insurance-documentation-f12,12,2024,CoverCrypto: Cardano NFTs as cryptoasset insurance documentation,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,299444.0,,not_approved,unfunded,False,False
f12-cpoker-development-f12,12,2024,cPoker development,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,300000.0,,not_approved,unfunded,False,False
f12-cquisitor-transaction-investigation-tool-f12,12,2024,Cquisitor: Transaction investigation tool,F12: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,200000.0,,not_approved,unfunded,False,False
f12-crafting-blockchain-policy-framework-for-india-f12,12,2024,Crafting Blockchain Policy Framework for India,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,100000.0,24000.0,approved,in_progress,True,False
f12-create-nfts-by-providing-prompts-for-non-artist-f12,12,2024,Create NFTs By Providing Prompts For Non-Artist,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,26000.0,,not_approved,unfunded,False,False
f12-creating-a-decentralized-football-ecosystem-by-building-a-dapp-on-cardano-that-integrates-with-our-smart-soccer-ball-prototype-f12,12,2024,Creating a Decentralized Football Ecosystem by building a dApp on Cardano that integrates with our smart soccer ball - Prototype,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-creating-a-local-language-web-30-dictionary-f12,12,2024,Creating a local language Web 3.0 dictionary,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,40000.0,,not_approved,unfunded,False,False
f12-creating-social-implementation-use-cases-of-cardano-in-the-shikoku-region-japan-f12,12,2024,"Creating social implementation use-cases of Cardano in the Shikoku region, Japan.",F12: Cardano Partners and Real World Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,1996067.0,1189011.8,approved,in_progress,True,False
f12-creation-of-an-educational-cardano-hub-for-thailand-f12,12,2024,Creation of an Educational Cardano Hub for Thailand,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,100000.0,,not_approved,unfunded,False,False
f12-creation-of-the-crypto-of-things-and-bringing-non-tech-and-non-finance-people-closer-to-the-ever-growing-blockchain-industry-f12,12,2024,Creation of the ‘Crypto of Things’ and bringing non-tech and non-finance people closer to the ever growing blockchain industry.,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-criptoactivosorg-your-spanish-blockchain-hub-f12,12,2024,Criptoactivos.org: Your Spanish Blockchain Hub,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,100000.0,,not_approved,unfunded,False,False
f12-cross-chain-caravan-driving-adoption-education-and-community-engagement-concept-and-infrastructure-f12,12,2024,"Cross Chain Caravan: Driving Adoption, Education, and Community Engagement (Concept and Infrastructure)",F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-cross-chain-caravan-driving-adoption-education-and-community-engagement-mvp-f12,12,2024,"Cross Chain Caravan: Driving Adoption, Education, and Community Engagement (MVP)",F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,92178.0,,not_approved,unfunded,False,False
f12-crossing-blockchains-onboarding-ethereum-and-solana-users-to-cardano-through-free-e-sports-gaming-f12,12,2024,Crossing Blockchains: Onboarding Ethereum and Solana Users to Cardano Through Free E-Sports Gaming,F12: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,160000.0,,over_budget,unfunded,False,False
f12-cruising-ahead-driving-innovation-with-cardano-blockchain-in-the-automobile-industry-f12,12,2024,Cruising Ahead: Driving Innovation with Cardano Blockchain in the Automobile Industry,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,55000.0,,not_approved,unfunded,False,False
f12-crypto-coupon-store-f12,12,2024,Crypto Coupon Store,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,98000.0,,not_approved,unfunded,False,False
f12-crypto-inheritance-for-non-tech-savvy-beneficiaries-gen-wealth-f12,12,2024,Crypto Inheritance for Non-Tech Savvy Beneficiaries - Gen Wealth,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,97503.0,82003.0,approved,in_progress,True,False
f12-crypto-jobs-blockchain-talents-recruiting-platform-job-board-aggregator-f12,12,2024,"Crypto Jobs, Blockchain Talents & Recruiting Platform + Job Board Aggregator",F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,99890.0,,not_approved,unfunded,False,False
f12-crypto-pr-focused-workshop-side-event-at-cardano-summit-2024-f12,12,2024,Crypto PR Focused Workshop Side-Event at Cardano Summit 2024,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,education-and-talent,medium,proposal-text,ADA,100000.0,,not_approved,unfunded,False,False
f12-cryptocurrencies-in-africa-the-current-trends-and-the-future-opportunities-f12,12,2024,Cryptocurrencies in Africa - the current trends and the future opportunities,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,50000.0,,not_approved,unfunded,False,False
f12-csign-sign-certify-and-verify-agreements-f12,12,2024,"Csign - Sign, Certify, and Verify Agreements",F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,300000.0,,not_approved,unfunded,False,False
f12-cswap-systems-appleandroid-wallet-ada-pass-nfc-f12,12,2024,CSWAP Systems: Apple/Android Wallet ADA Pass (NFC),F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,300000.0,,not_approved,unfunded,False,False
f12-cswap-systems-bring-rwa-eg-pokemon-to-cardano-nfts-f12,12,2024,CSWAP Systems: Bring RWA (e.g. Pokémon) to Cardano NFTs,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,300000.0,,not_approved,unfunded,False,False
f12-cswap-systems-cardano-education-in-the-philippines-f12,12,2024,CSWAP Systems: Cardano Education in the Philippines,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,education-and-talent,medium,proposal-text,ADA,100000.0,,not_approved,unfunded,False,False
f12-cswap-systems-on-chain-multi-asset-liquidity-pools-f12,12,2024,CSWAP Systems: On-Chain Multi Asset Liquidity Pools,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,300000.0,,not_approved,unfunded,False,False
f12-ctimelines-infographics-documenting-promoting-cardanos-history-f12,12,2024,CTimelines Infographics - Documenting & Promoting Cardano's History,F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,55465.0,,not_approved,unfunded,False,False
f12-customizable-marketplace-for-new-business-f12,12,2024,Customizable marketplace for new business,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,99600.0,,not_approved,unfunded,False,False
f12-cutting-edge-web3-threat-detection-for-the-cardano-network-by-check-point-software-security-f12,12,2024,Cutting-edge web3 threat detection for the Cardano Network by Check Point Software Security,F12: Cardano Partners and Real World Integrations,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,1493000.0,1269000.0,approved,in_progress,True,False
f12-d-studioz-blockchain-media-suite-f12,12,2024,d Studioz: Blockchain Media Suite,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-daily-podcast-about-the-cardano-ecosystem-news-in-portuguese-f12,12,2024,Daily podcast about the Cardano ecosystem news (in Portuguese),F12: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,93523.0,,not_approved,unfunded,False,False
f12-dandelion-lite-decentralized-nodes-for-dummies-for-gc-gimbalabs-roundtable-and-devs-f12,12,2024,"Dandelion-lite: Decentralized nodes for dummies for GC, Gimbalabs, Roundtable and devs",F12: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,199000.0,,over_budget,unfunded,False,False
f12-dao-dapp-for-on-chain-community-collaboration-f12,12,2024,DAO DApp for on-chain community collaboration,F12: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,500000.0,,over_budget,unfunded,False,False
f12-dao-suisse-compliant-dao-launcher-on-cardano-f12,12,2024,DAO Suisse - Compliant DAO Launcher on Cardano,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,198000.0,,not_approved,unfunded,False,False
f12-dapp-adiuvat-f12,12,2024,DAPP ADIUVAT,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,29936.0,,not_approved,unfunded,False,False
f12-dappsoncardano-analytics-and-dapp-store-for-all-cardano-dapps-f12,12,2024,dAppsOnCardano - Analytics and dapp store for all Cardano dApps,F12: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,180000.0,,over_budget,unfunded,False,False
f12-dcone-crypto-cardano-query-layer-trading-swap-api-for-developers-open-source-f12,12,2024,DCOne Crypto - Cardano Query Layer + Trading Swap API for Developers [Open Source],F12: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,54000.0,,not_approved,unfunded,False,False
f12-dcone-crypto-the-multi-language-exploration-platform-web3-swaps-aggregation-tubor-connects-with-api-sdk-and-bot-f12,12,2024,"DCOne Crypto - The multi-language exploration platform Web3 & Swaps Aggregation Tubor connects with API, SDK, and BOT.",F12: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,117312.0,,not_approved,unfunded,False,False
f12-de-uplc-visual-studio-code-extension-for-debugging-and-visualizing-plutus-bytecode-f12,12,2024,DE-UPLC: Visual Studio Code Extension for Debugging and Visualizing Plutus Bytecode,F12: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,200000.0,200000.0,approved,complete,True,True
f12-deadvert-on-chain-programmatic-ad-network-on-cardano-f12,12,2024,DeAdvert: On-Chain Programmatic Ad-Network on Cardano,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,70000.0,,not_approved,unfunded,False,False
f12-decentralised-2-way-cardano-bitcoin-bridge-with-bitvm2-f12,12,2024,Decentralised 2-way Cardano<->Bitcoin Bridge with BitVM2,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-decentralised-batcher-framework-with-dao-governance-f12,12,2024,Decentralised Batcher Framework with DAO governance,F12: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,145000.0,123250.0,approved,in_progress,True,False
f12-decentralised-zero-fee-monetisation-and-support-platform-for-creators-read-more-on-httpsthelegiongives-f12,12,2024,"Decentralised, zero fee, monetisation and support platform for creators - read more on https://the.legion.gives",F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-decentralized-agricultural-supply-chain-on-the-cardano-blockchain-f12,12,2024,Decentralized Agricultural Supply Chain on the Cardano Blockchain,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,55857.0,,not_approved,unfunded,False,False
f12-decentralized-artist-network-f12,12,2024,Decentralized Artist Network,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,46000.0,,not_approved,unfunded,False,False
f12-decentralized-belt-system-for-brazilian-jiu-jitsu-bjj-f12,12,2024,Decentralized Belt System for Brazilian Jiu-Jitsu (BJJ).,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,90000.0,24000.0,not_approved,unfunded,False,False
f12-decentralized-board-games-on-web3-f12,12,2024,Decentralized Board Games on Web3,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,60000.0,,not_approved,unfunded,False,False
f12-decentralized-car-sharing-on-cardano-f12,12,2024,Decentralized Car-Sharing on Cardano,F12: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f12-decentralized-esports-fantasy-sports-platform-on-cardano-f12,12,2024,Decentralized Esports Fantasy Sports Platform on Cardano,F12: Cardano Use Cases: MVP,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,254319.0,,not_approved,unfunded,False,False
f12-decentralized-farming-contracts-f12,12,2024,Decentralized Farming Contracts,F12: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,135000.0,101250.0,approved,in_progress,True,False
f12-decentralized-finance-scholarship-for-spanish-students-in-the-cardano-ecosystem-f12,12,2024,Decentralized Finance Scholarship for Spanish Students in the Cardano Ecosystem,F12: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,education-and-talent,medium,proposal-text,ADA,100000.0,,not_approved,unfunded,False,False
